name,ticker,cik,cusip,exchange,isDelisted,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,currency,location,id
AVANTAIR INC,AAIR,1303849,05350T101 03979E100,OTC,True,Domestic Common Stock,Industrials,Airports & Air Services,4522,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Nonscheduled,,Transportation,USD,Florida; U.S.A,b71f47610f0b708f30f7a2da98c6bc98
ABTECH HOLDINGS INC,ABHD,1405858,00400H108 00400H207,OTC,True,Domestic Common Stock,Basic Materials,Uranium,1090,Mining,Miscellaneous Metal Ores,,Non-Metallic and Industrial Metal Mining,USD,Arizona; U.S.A,97df33c6904298396f07475f5d484227
AMACORE GROUP INC,ACGI,949394,022624100,OTC,True,Domestic Common Stock,Technology,Software - Application,7389,Services,Services-Business Services Nec,,Business Services,USD,Florida; U.S.A,ca79ab8a59bd68e96037a27fae1d422c
ARTEC GLOBAL MEDIA INC,ACTL,1561865,04300E108 04300F105,OTC,True,Domestic Common Stock,Technology,Software - Application,7389,Services,Services-Business Services Nec,,Business Services,USD,California; U.S.A,52d8d1db7fae3cfd168bd77e79eaf6ac
AFFINITY MEDIA INTERNATIONAL CORP,AFMI,1336654,00828Q102 00828Q201,OTC,True,Domestic Common Stock,Consumer Cyclical,Internet Retail,5961,Retail Trade,Retail-Catalog & Mail-Order Houses,,Retail,USD,California; U.S.A,e40618ca26af6b612796625b71894699
ALUMIFUEL POWER CORP,AFPW,1108046,45719U100 022201107 022201305,OTC,True,Domestic Common Stock,Basic Materials,Specialty Chemicals,2860,Manufacturing,Industrial Organic Chemicals,,Chemicals,USD,Colorado; U.S.A,457fedd7d0e494c08ee2385f0e8ef940
ARIS INDUSTRIES INC,AISIQ,100979,040401101,OTC,True,Domestic Common Stock,Consumer Cyclical,Apparel Manufacturing,2300,Manufacturing,Apparel & Other Finishd Prods Of Fabrics & Similar Matl,,Apparel,USD,New York; U.S.A,b0754b93e6bdd563ac0223d0a5aec6e7
AJS BANCORP INC,AJSB,1576336,001503101,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,Illinois; U.S.A,615e2200e04a05a96bca8e750ce2e235
ANPULO FOOD INC,ANPFF,1500366,G03926105,OTC,True,ADR Common Stock,Consumer Defensive,Packaged Foods,2011,Manufacturing,Meat Packing Plants,,Food Products,USD,China,f7e1e827da8705ea3cc6825643e434ac
ATLAS TECHNOLOGY INTERNATIONAL INC,ATLT,1624982,87042J105,OTC,True,Domestic Common Stock,Consumer Defensive,Packaged Foods,2050,Manufacturing,Bakery Products,,Food Products,USD,California; U.S.A,4bc3677f8a147b5119c18bd9a7b22619
ARTVENTIVE MEDICAL GROUP INC,AVTD,1405249,04317X107,OTC,True,Domestic Common Stock,Healthcare,Medical Devices,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,California; U.S.A,91bd811518d43e5e24137f1170683306
ARABELLA EXPLORATION INC,AXPLF,1506374,G5693V105 G04449107 G04449115,OTC,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,47aaa94dfbe24be110843deab21b2453
AZTEC OIL & GAS INC,AZGS,789606,055000103,OTC,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,d47ee1b29627f62ccbea574fda241368
5BARZ INTERNATIONAL INC,BARZ,1454124,33833F100,OTC,True,Domestic Common Stock,Technology,Communication Equipment,3669,Manufacturing,Communications Equipment Nec,,Electronic Equipment,USD,California; U.S.A,c38b21eb24271a89868d0412c8645f9a
BANNER CENTRAL FINANCE CO,BCFN,1125633,06652W107,OTC,True,Domestic Common Stock,Financial Services,Credit Services,6199,Finance Insurance And Real Estate,Finance Services,,Banking,USD,California; U.S.A,47be6ae32654a6783454e7863ffa0574
BLUE CALYPSO INC,BCYP1,1399587,09531B203 09531B302,OTC,True,Domestic Common Stock,Consumer Defensive,Education & Training Services,8200,Services,Services-Educational Services,,Personal Services,USD,Texas; U.S.A,8acc82605db27af09fbad4d52a3e6df9
BREKFORD TRAFFIC SAFETY INC,BFDI,1357115,873570105 106787104,OTC,True,Domestic Common Stock,Technology,Communication Equipment,3669,Manufacturing,Communications Equipment Nec,,Electronic Equipment,USD,Maryland; U.S.A,6187b237844a497be999bdc218215ca6
PREMIER BIOMEDICAL INC,BIEI,1515740,74048K104,OTC,True,Domestic Common Stock,Healthcare,Biotechnology,2836,Manufacturing,Biological Products (No Disgnostic Substances),,Pharmaceutical Products,USD,Pennsylvania; U.S.A,76a167f8420b9f6377737dc39eb9b4b2
DTS8 COFFEE COMPANY LTD,BKCT,1499361,23338B100,OTC,True,Domestic Common Stock,Consumer Defensive,Food Distribution,5141,Wholesale Trade,Wholesale-Groceries General Line,,Wholesale,USD,British Columbia; Canada,05e7f83619d7987d75c5431aa427167d
BAKKEN RESOURCES INC,BKKN,1450390,05758P107,OTC,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Montana; U.S.A,29fd04f3f6f134c3cf0d908098c14864
BLACK STALLION OIL & GAS INC,BLKG,1542335,09225H102,OTC,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,California; U.S.A,5077f0ac3d687c8c46d83a6458d73ff2
BALTIA AIR LINES INC,BLTA,869187,058823105,OTC,True,Domestic Common Stock,Industrials,Airlines,4512,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,,Transportation,USD,New York; U.S.A,cfa39be0bbe7b1770b62da9672b12039
BOOMERANG SYSTEMS INC,BMERQ,314712,09858M204 09858M105 257469205,OTC,True,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3510,Manufacturing,Engines & Turbines,,Machinery,USD,New Jersey; U.S.A,f50153b04e59426da5b8d587431a7dbb
BIOMEDICAL TECHNOLOGY SOLUTIONS HOLDINGS INC,BMTL,1443062,090619107,OTC,True,Domestic Common Stock,Industrials,Waste Management,4955,Transportation Communications Electric Gas And Sanitary Service,Hazardous Waste Management,,Almost Nothing,USD,Florida; U.S.A,173e65c35bd5664668010f71934979ad
BATTLE MOUNTAIN GOLD INC,BMTNF,1038621,557808102 55744F101 07159Y109,OTC,True,ADR Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,CAD,British Columbia; Canada,534cbc6adbc9838cb780510a87110fdc
BOHAI PHARMACEUTICALS GROUP INC,BOPH,1443242,097316103,OTC,True,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,China,746d52e7ada2778304aad16c38042aaa
BURNS PHILP & CO LTD,BPHCY,929716,122393309,OTC,True,ADR Common Stock,Consumer Defensive,Packaged Foods,2090,Manufacturing,Miscellaneous Food Preparations & Kindred Products,,Food Products,AUD,Australia,8e0a24c38a6773ddf881fd00c751f6a8
BIOSHAFT WATER TECHNOLOGY INC,BSHF,1365784,09070W105,OTC,True,Domestic Common Stock,Industrials,Waste Management,4950,Transportation Communications Electric Gas And Sanitary Service,Sanitary Services,,Almost Nothing,USD,California; U.S.A,5af5e643bd6587e863f587a267730bbc
BEAMZ INTERACTIVE INC,BZIC,1423357,07378U102,OTC,True,Domestic Common Stock,Technology,Consumer Electronics,3651,Manufacturing,Household Audio & Video Equipment,,Recreation,USD,Arizona; U.S.A,05ab8161df8e411e81cd27626646ac7c
CULLEN AGRICULTURAL HOLDING CORP,CAGZ,1471256,229894100,OTC,True,Domestic Common Stock,Consumer Defensive,Beverages - Wineries & Distilleries,2080,Manufacturing,Beverages,,Beer & Liquor,USD,Georgia; U.S.A,c7a604f8c11758a4bd003bb7a7d37298
CBA FLORIDA INC,CBAI,1289496,21839P107,OTC,True,Domestic Common Stock,Healthcare,Diagnostics & Research,8071,Services,Services-Medical Laboratories,,Healthcare,USD,Nevada; U.S.A,96ee31a77630c0291976dff505253bfc
CCC GLOBALCOM CORP,CCGC,854164,12501C102,OTC,True,Domestic Common Stock,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,USD,Utah; U.S.A,3732add63d1144792a747c2dc3c2764a
COMPETITIVE COMPANIES INC,CCOP,1161706,204510101,OTC,True,Domestic Common Stock,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,USD,Texas; U.S.A,511599b109e8d2dc610b31dcf12bd780
CAN CAL RESOURCES LTD,CCRE,1083848,134705102,OTC,True,Domestic Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,Alberta; Canada,e6a577b66397c19233e22ccda597c55d
CHOICES ENTERTAINMENT CORP,CECS,822935,12514P108,OTC,True,Domestic Common Stock,Communication Services,Entertainment,7841,Services,Services-Video Tape Rental,,Entertainment,USD,California; U.S.A,190bd6454354e71d57a960fa826efa06
CENTRAL FEDERAL BANCSHARES INC,CFDB,1651987,15346T107,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6035,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,USD,Missouri; U.S.A,9d75ce741a46c6a4af92c52c3b1db254
COMMUNITY FINANCIAL SHARES INC,CFIS,1123735,20366P100,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6035,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,USD,Illinois; U.S.A,c2bcd3b3e6b1b1d86f33e21f12255c90
CHINA GEWANG BIOTECHNOLOGY INC,CGWB,1489902,16891W107,OTC,True,Domestic Common Stock,Consumer Defensive,Packaged Foods,2000,Manufacturing,Food And Kindred Products,,Food Products,USD,China,5e4a27f47d4aaa982a70fcf70ad89a8b
CLOVER LEAF FINANCIAL CORP,CLOV1,1144514,18913V109,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,Illinois; U.S.A,e2972e107ec5b4e42a3add7cab5dc018
COLOROCS INFORMATION TECHNOLOGIES INC,CLRC1,789990,196807309,OTC,True,Domestic Common Stock,Technology,Computer Hardware,3861,Manufacturing,Photographic Equipment & Supplies,,Consumer Goods,USD,Georgia; U.S.A,2f1f4b3e046fa97e09b428f8b1889ea9
V MEDIA CORP,CMDI,1080627,16949F106 91830A102,OTC,True,Domestic Common Stock,Communication Services,Advertising Agencies,7310,Services,Services-Advertising,,Business Services,USD,China,8b0c48169f64a2a09391891f9d08c153
COMMERCIAL BANCSHARES INC,CMOH,1009976,20114L104,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Ohio; U.S.A,7f49536b5dcca083af35fc31d2975db5
COMTEX NEWS NETWORK INC,CMTX,352988,205914104,OTC,True,Domestic Common Stock,Healthcare,Diagnostics & Research,7380,Services,Services-Miscellaneous Business Services,,Business Services,USD,Virginia; U.S.A,c76b0eae66f099d32d31ca8746b2e80f
CONGAREE BANCSHARES INC,CNRB,1353523,20716N102,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,South Carolina; U.S.A,73f97e7acf977fd2168d447c3394b35b
CN RESOURCES INC,CNRR,1494809,12623A109,OTC,True,Domestic Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Ontario; Canada,7ff2362bfa9de2a1c9b5e2bfec7f5f6e
CORPORATE PROPERTY ASSOCIATES 1,CPPY,1390213,22003D102,OTC,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,c2f07309dea0c5fe6ae4c0d28dab78ed
CARBON ENERGY CORP,CRBO,86264,14115T109 14115T208 14110Q100 791162100 14110Q209,OTC,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Colorado; U.S.A,747ee059582ae9f8f75f1ac581f17376
CARROLL BANCORP INC,CROL,1515069,144702107,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Maryland; U.S.A,070f8e14ac1def4a6e7cda134c61f3d2
CENTURY NEXT FINANCIAL CORP,CTUY,1493006,156635104,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6035,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,USD,Louisiana; U.S.A,6d243011837fff8642ede89935fcf2b0
CYALUME TECHNOLOGIES HOLDINGS INC,CYLU,1335293,232429100 92241V107 92241V206 232429209,OTC,True,Domestic Common Stock,Industrials,Electrical Equipment & Parts,3640,Manufacturing,Electric Lighting & Wiring Equipment,,Electrical Equipment,USD,Massachusetts; U.S.A,355ae4beab3092068abe095d6c605019
DIAMONDHEAD CASINO CORP,DHCC,844887,298738105 25278S100,OTC,False,Domestic Common Stock,Consumer Cyclical,Resorts & Casinos,7011,Services,Hotels & Motels,,Restaraunts Hotels Motels,USD,Virginia; U.S.A,7e1b59870fbfd64dbd9fbe6eb3c1448f
DELANCO BANCORP INC,DLNO,1577603,245535109 245534102,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6035,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,USD,New Jersey; U.S.A,02319c580220139b7b15374d9a1b6826
ECOSCIENCES INC,ECEZ,1493174,279219208 279219109,OTC,True,Domestic Common Stock,Industrials,Waste Management,4950,Transportation Communications Electric Gas And Sanitary Service,Sanitary Services,,Almost Nothing,USD,New York; U.S.A,1d0054d8a7f819a89a26eb79cadd7bda
EDGEWATER BANCORP INC,EGDW,1584770,28027J108,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6035,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,USD,Michigan; U.S.A,2cc4fc399b2bc2ae61ab020261ee5b21
ENUMERAL BIOMEDICAL HOLDINGS INC,ENUM,1561551,294017108,OTC,True,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Massachusetts; U.S.A,1f1b763fb79d5f6f47f6c5490fdfea3e
ECOSPHERE TECHNOLOGIES INC,ESPH,1071760,27922X105,OTC,True,Domestic Common Stock,Energy,Oil & Gas Equipment & Services,3530,Manufacturing,Construction Mining & Materials Handling Machinery & Equip,,Machinery,USD,Florida; U.S.A,b64af9dd4f0f98cfbfd2be73c928af93
ENTRADA SOFTWARE INC,ETSW,1100871,29382W106,OTC,True,Domestic Common Stock,Technology,Software - Application,7372,Services,Services-Prepackaged Software,,Business Services,USD,Arizona; U.S.A,348f3943ddce31a50e34573c8c8cb6c5
EUROSITE POWER INC,EUSP,1528103,29881X100,OTC,True,Domestic Common Stock,Utilities,Utilities - Regulated Electric,4931,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,,Utilities,USD,Massachusetts; U.S.A,6d5caad72182563071088ce3676503f2
FAR EAST ENERGY CORP,FEECQ,1124024,307325100,OTC,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,e08e8060f5d706f597593f8f77cf3450
FLURIDA GROUP INC,FLUG,1430960,34387M103,OTC,True,Domestic Common Stock,Industrials,Industrial Distribution,5070,Wholesale Trade,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies,,Wholesale,USD,Texas; U.S.A,723af934d6e72c85ddda994ab47efd28
FEDERAL HOME LOAN MORTGAGE CORP,FMCC,1026214,313400301,OTC,False,Domestic Common Stock,Financial Services,Mortgage Finance,6111,Finance Insurance And Real Estate,Federal & Federally-Sponsored Credit Agencies,,Banking,USD,Virginia; U.S.A,d7471935a02caa95519b57201550fbdd
FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,FNMA,310522,313586109,OTC,False,Domestic Common Stock,Financial Services,Mortgage Finance,6111,Finance Insurance And Real Estate,Federal & Federally-Sponsored Credit Agencies,,Banking,USD,District Of Columbia; U.S.A,598fad363dbb48f0982a31559403b279
FULLNET COMMUNICATIONS INC,FULO,1092570,359851102,OTC,True,Domestic Common Stock,Communication Services,Telecom Services,4813,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),,Communication,USD,Oklahoma; U.S.A,33c0f6208b6c6d7767e94e468c8af47b
GLOBAL INDUSTRIAL SERVICES INC,GBSV,1109152,37939H100,OTC,True,Domestic Common Stock,Industrials,Specialty Business Services,8700,Services,Services-Engineering Accounting Research Management,,Business Services,USD,Nevada; U.S.A,1d10f69617ab72c079f1c050f7a982f5
GOLDEN GOLIATH RESOURCES LTD,GGTHF,1127307,381059104,OTC,True,ADR Common Stock,Energy,Oil & Gas Equipment & Services,1400,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),,Non-Metallic and Industrial Metal Mining,CAD,British Columbia; Canada,ae32f8b605dfeb390c3db8a428b4a38f
GALENFEHA INC,GLFH,1574676,363377102,OTC,True,Domestic Common Stock,Industrials,Engineering & Construction,8711,Services,Services-Engineering Services,,Business Services,USD,Texas; U.S.A,b25f5ae0533c98e7b06df7b35eada29a
GRANDPARENTSCOM INC,GPCM,1020475,386617104 66939B102 69404R107,OTC,True,Domestic Common Stock,Technology,Software - Application,7374,Services,Services-Computer Processing & Data Preparation,,Business Services,USD,New York; U.S.A,048f882794a5d682c5aa47bc0907d4ec
GOLDEN QUEEN MINING CONSOLIDATED LTD,GQMNF,1025362,38115J100,OTC,True,Domestic Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,British Columbia; Canada,185961d8a8f790e5a3cbe09baabc9da7
GROW SOLUTIONS HOLDINGS INC,GRSO,1104265,399844109 532264306 532264207,OTC,True,Domestic Common Stock,Technology,Information Technology Services,8742,Services,Services-Management Consulting Services,,Business Services,USD,Saskatchewan; Canada,92fd0c4704eef2c333c5abfdad6f70fc
GUITAMMER CO,GTMM,1334126,402038103,OTC,True,Domestic Common Stock,Technology,Consumer Electronics,3651,Manufacturing,Household Audio & Video Equipment,,Recreation,USD,Ohio; U.S.A,2410f6b5350e1139284d7d238fbbe9e5
HIGHLANDS BANKSHARES INC,HBSI,1008579,430893107,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Virginia; U.S.A,5ced4b9c10dfdd71723ad02316856c25
HH BIOTECHNOLOGY HOLDINGS CO,HHBT,828878,390293108,OTC,True,Domestic Common Stock,Real Estate,Real Estate Services,6500,Finance Insurance And Real Estate,Real Estate,,Real Estate,USD,China,1e99dfd2afc62124af14c610ceb37142
PEREGRINE INDUSTRIES INC,HVAC,1061164,713913200,OTC,True,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3569,Manufacturing,General Industrial Machinery & Equipment Nec,,Machinery,USD,New York; U.S.A,1bb9b1b5744c439213334f7e059c0144
INTERNATIONAL BARRIER TECHNOLOGY INC,IBTGF,890543,458968104,OTC,True,Domestic Common Stock,Basic Materials,Specialty Chemicals,2890,Manufacturing,Miscellaneous Chemical Products,,Chemicals,USD,Minnesota; U.S.A,add97185e873d00de72eece4e5cd6ce4
IBX GROUP INC,IBXG,1113677,449229103,OTC,True,Domestic Common Stock,Healthcare,Health Information Services,8741,Services,Services-Management Services,,Business Services,USD,Florida; U.S.A,4bc8401d001261e2c59663ad29b3039b
IRONCLAD PERFORMANCE WEAR CORP,ICPW,1301712,463013102,OTC,True,Domestic Common Stock,Industrials,Industrial Distribution,5090,Wholesale Trade,Wholesale-Misc Durable Goods,,Wholesale,USD,Texas; U.S.A,08604badcc39f41b12dc9bf1bb335aee
IDAHO NORTH RESOURCES CORP,IDAH,1543395,451358105,OTC,True,Domestic Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,USD,Idaho; U.S.A,b75b842129b08b1cfc970a97b6630c1f
INDEPENDENCE BANCSHARES INC,IEBS,1311828,45338E107,OTC,True,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,South Carolina; U.S.A,1ff04e3e310840ccbc3c750fb19df31c
IEG HOLDINGS CORP,IEGH,1627811,62482P101 44951M405 44951M108 44951M207 44951M306,OTC,True,Domestic Common Stock,Financial Services,Credit Services,6141,Finance Insurance And Real Estate,Personal Credit Institutions,,Banking,USD,Nevada; U.S.A,3d3a786cf060027d249bda604e544c64
INTEGRATED ENVIRONMENTAL TECHNOLOGIES LTD,IEVM,1084031,45821F108 639048107,OTC,True,Domestic Common Stock,Industrials,Specialty Industrial Machinery,3569,Manufacturing,General Industrial Machinery & Equipment Nec,,Machinery,USD,South Carolina; U.S.A,582069908ac2cc3c3a284f5a6ec12c52
IFAN FINANCIAL INC,IFAN,1538123,45173B101,OTC,True,Domestic Common Stock,Consumer Cyclical,Textile Manufacturing,2390,Manufacturing,Miscellaneous Fabricated Textile Products,,Apparel,USD,California; U.S.A,ef6dc2db749881657e72921480753fe7
INFINIUM LABS INC,IFLBE,1145019,45665U104,OTC,True,Domestic Common Stock,Technology,Software - Application,7389,Services,Services-Business Services Nec,,Business Services,USD,Washington; U.S.A,5b2ceb6478b9836e390df6a5e542b51b
ISRAEL GROWTH PARTNERS ACQUISITION CORP,IGPAZ,1335725,465090207 465090108 465090306,OTC,True,Domestic Common Stock,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Maryland; U.S.A,fd3985e8d08fcdcff0d2b42fa63d286e
INVESTORS HERITAGE CAPITAL CORP,IHRC,55362,461556102 491332102,OTC,True,Domestic Common Stock,Financial Services,Insurance - Life,6311,Finance Insurance And Real Estate,Life Insurance,,Insurance,USD,Kentucky; U.S.A,00e2c89f81a5e41d5b30ea743addb6fc
